outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction,,,,,,,,,
case,21-Dec,202151, 12-17,all_types,39517,8894775,54459,7489639,444.2720586,727.1244983,1.636664931,,,,0,,,,,,,,,
case,21-Dec,202151,18-29,all_types,158952,21079476,177531,13860208,754.0604899,"1,280.87",1.698627949,,,,0,,,,,,,,,
case,21-Dec,202151,30-49,all_types,232813,39586862,210868,14966595,588.106731,"1,408.92",2.395694977,,,,0,,,,,,,,,
case,21-Dec,202151,50-64,all_types,116550,33129679,79032,7463632.65,351.7993639,"1,058.89",3.009938809,,,,1,,,,,,,,,
case,21-Dec,202151,65-79,all_types,41090,24671029.6,27413,2399906.8,166.5516222,"1,142.25",6.858250169,,,,1,,,,,,,,,
case,21-Dec,202151,80+,all_types,9142,7243428.45,6927,1141521.9,126.2109519,606.8214723,4.807993783,,,,1,,,,,,,,,
case,21-Dec,202151,all_ages_adj,Janssen,46000,10626788,625147,63366787.35,432.8683324,986.5530922,2.279106644,362.1484946,"1,104.17",3.048955806,0,,,,,,,,,
case,21-Dec,202151,all_ages_adj,Moderna,179316,48845588,625147,63366787.35,367.1078747,986.5530922,2.687365649,424.9276903,"1,104.17",2.598500358,0,,,,,,,,,
case,21-Dec,202151,all_ages_adj,Pfizer,376167,76926833,625147,63366787.35,488.993223,986.5530922,2.017518947,499.7063405,"1,104.17",2.209647278,0,,,,,,,,,
case,21-Dec,202151,all_ages_adj,all_types,601955,136438177.1,625147,63366787.35,441.1924969,986.5530922,2.23610578,465.1944865,"1,104.17",2.373576616,0,,,,,,,,,
case,21-Dec,202152,11-May,all_types,15328,2420049,139209,15715005,633.3756052,885.8349075,1.398593347,,,,0,,,,,,,,,
case,21-Dec,202152, 12-17,all_types,84152,8983506,98152,7398558,936.7389525,"1,326.64",1.416229025,,,,0,,,,,,,,,
case,21-Dec,202152,18-29,all_types,313560,21210348,365454,13642237,"1,478.34","2,678.84",1.812067069,,,,0,,,,,,,,,
case,21-Dec,202152,30-49,all_types,511559,39780602,451953,14694133,"1,285.95","3,075.74",2.391800368,,,,1,,,,,,,,,
case,21-Dec,202152,50-64,all_types,301049,33245141,185893,7299289.65,905.5428581,"2,546.73",2.812376296,,,,1,,,,,,,,,
case,21-Dec,202152,65-79,all_types,120018,24717967.2,63762,2366629.8,485.5496369,"2,694.21",5.548785908,,,,1,,,,,,,,,
case,21-Dec,202152,80+,all_types,29364,7256784.45,15949,1130206.9,404.6420312,"1,411.16",3.48742207,,,,1,,,,,,,,,
case,21-Dec,202152,all_ages_adj,Janssen,98487,10689259,1320372,62246059.35,921.3641469,"2,121.21",2.302253464,810.7412032,"2,421.50",2.986775218,0,,,,,,,,,
case,21-Dec,202152,all_ages_adj,Moderna,431641,49015622,1320372,62246059.35,880.6192442,"2,121.21",2.408775203,928.1403191,"2,421.50",2.608982375,0,,,,,,,,,
case,21-Dec,202152,all_ages_adj,Pfizer,843972,77873782,1320372,62246059.35,"1,083.77","2,121.21",1.957256176,"1,106.82","2,421.50",2.18779969,0,,,,,,,,,
case,21-Dec,202152,all_ages_adj,all_types,1375030,137614397.7,1320372,62246059.35,999.1905088,"2,121.21",2.122932294,"1,042.00","2,421.50",2.323890503,0,,,,,,,,,
case,22-Jan,202201,11-May,all_types,35369,2741844,271484,15385874,"1,289.97","1,764.50",1.367861192,,,,0,,,,,,,,,
case,22-Jan,202201, 12-17,all_types,162808,9055453,176453,7289573,"1,797.90","2,420.62",1.346360608,,,,0,,,,,,,,,
case,22-Jan,202201,18-29,all_types,431684,21332523,467732,13415031,"2,023.60","3,486.63",1.7229857,,,,0,,,,,,,,,
case,22-Jan,202201,30-49,all_types,676629,39950486,580745,14410051,"1,693.67","4,030.14",2.379531295,,,,1,,,,,,,,,
case,22-Jan,202201,50-64,all_types,406692,33347667,255213,7141608.65,"1,219.55","3,573.61",2.930262798,,,,1,,,,,,,,,
case,22-Jan,202201,65-79,all_types,165296,24759176.2,89394,2332379.8,667.6151043,"3,832.74",5.740939173,,,,1,,,,,,,,,
case,22-Jan,202201,80+,all_types,42954,7268498.45,25211,1119127.9,590.9611221,"2,252.74",3.811987246,,,,1,,,,,,,,,
case,22-Jan,202201,all_ages_adj,Janssen,135569,10735397,1866232,61093645.35,"1,262.82","3,054.71",2.418952327,"1,190.30","3,381.26",2.840670789,0,,,,,,,,,
case,22-Jan,202201,all_ages_adj,Moderna,594960,49174951,1866232,61093645.35,"1,209.88","3,054.71",2.524792897,"1,304.96","3,381.26",2.591089309,0,,,,,,,,,
case,22-Jan,202201,all_ages_adj,Pfizer,1189326,78513066,1866232,61093645.35,"1,514.81","3,054.71",2.016557531,"1,565.66","3,381.26",2.159645654,0,,,,,,,,,
case,22-Jan,202201,all_ages_adj,all_types,1921432,138455647.7,1866232,61093645.35,"1,387.76","3,054.71",2.201178431,"1,497.12","3,381.26",2.258506551,0,,,,,,,,,
case,22-Jan,202202,11-May,all_types,41430,3014948,285929,15072851,"1,374.15","1,896.98",1.380472286,,,,0,,,,,,,,,
case,22-Jan,202202, 12-17,all_types,157714,9119854,193245,7176084,"1,729.35","2,692.90",1.557178473,,,,0,,,,,,,,,
case,22-Jan,202202,18-29,all_types,302425,21442794,355190,13170076,"1,410.38","2,696.95",1.912212413,,,,0,,,,,,,,,
case,22-Jan,202202,30-49,all_types,543095,40099232,483588,14116057,"1,354.38","3,425.80",2.529428238,,,,1,,,,,,,,,
case,22-Jan,202202,50-64,all_types,336058,33432878,222015,7004149.05,"1,005.17","3,169.76",3.153453732,,,,1,,,,,,,,,
case,22-Jan,202202,65-79,all_types,151252,24790182.2,83454,2303152.8,610.1286339,"3,623.47",5.938858783,,,,1,,,,,,,,,
case,22-Jan,202202,80+,all_types,41365,7276776.45,25044,1109021.9,568.4522575,"2,258.21",3.972551877,,,,1,,,,,,,,,
case,22-Jan,202202,all_ages_adj,Janssen,111013,10770383,1648465,59951391.75,"1,030.72","2,749.67",2.667704794,940.6364001,"3,000.87",3.190254357,0,,,,,,,,,
case,22-Jan,202202,all_ages_adj,Moderna,489064,49301930,1648465,59951391.75,991.9773932,"2,749.67",2.771907198,"1,161.74","3,000.87",2.583087362,0,,,,,,,,,
case,22-Jan,202202,all_ages_adj,Pfizer,971635,79074635,1648465,59951391.75,"1,228.76","2,749.67",2.237765153,"1,278.57","3,000.87",2.34705435,0,,,,,,,,,
case,22-Jan,202202,all_ages_adj,all_types,1573339,139176664.7,1648465,59951391.75,"1,130.46","2,749.67",2.432341656,"1,242.03","3,000.87",2.416095521,0,,,,,,,,,
case,22-Jan,202203,11-May,all_types,38021,3312295,211091,14805024,"1,147.87","1,425.81",1.24212721,,,,0,,,,,,,,,
case,22-Jan,202203, 12-17,all_types,107953,9201081,134618,7066254,"1,173.26","1,905.08",1.623745752,,,,0,,,,,,,,,
case,22-Jan,202203,18-29,all_types,206499,21562638,247369,12974993,957.6703926,"1,906.51",1.990774551,,,,1,,,,,,,,,
case,22-Jan,202203,30-49,all_types,410170,40260231,360675,13890343,"1,018.80","2,596.59",2.548680758,,,,1,,,,,,,,,
case,22-Jan,202203,50-64,all_types,250594,33521042,168604,6908443.05,747.5722264,"2,440.55",3.264634258,,,,1,,,,,,,,,
case,22-Jan,202203,65-79,all_types,124252,24822500.2,68796,2280706.7,500.5619861,"3,016.43",6.026093756,,,,1,,,,,,,,,
case,22-Jan,202203,80+,all_types,35757,7284872.45,21383,1101345.9,490.8390675,"1,941.53",3.955539942,,,,1,,,,,,,,,
case,22-Jan,202203,all_ages_adj,Janssen,83454,10808729,1212536,59027109.65,772.098181,"2,054.20",2.660544911,690.1828409,"2,278.29",3.300999751,0,,,,,,,,,
case,22-Jan,202203,all_ages_adj,Moderna,375618,49446914,1212536,59027109.65,759.638913,"2,054.20",2.704182015,916.9730595,"2,278.29",2.484580504,0,,,,,,,,,
case,22-Jan,202203,all_ages_adj,Pfizer,712730,79681675,1212536,59027109.65,894.4716586,"2,054.20",2.296553353,939.1021658,"2,278.29",2.426033577,0,,,,,,,,,
case,22-Jan,202203,all_ages_adj,all_types,1173246,139964659.7,1212536,59027109.65,838.2444561,"2,054.20",2.450600027,922.3729189,"2,278.29",2.470034993,0,,,,,,,,,
case,22-Jan,202204,11-May,all_types,26889,3617142,128672,14589782,743.3769534,881.9323003,1.18638639,,,,0,,,,,,,,,
case,22-Jan,202204, 12-17,all_types,58761,9293321,76294,6976006,632.2928047,"1,093.66",1.729678152,,,,0,,,,,,,,,
case,22-Jan,202204,18-29,all_types,121798,21684235,154600,12804889,561.6891719,"1,207.35",2.149500843,,,,1,,,,,,,,,
case,22-Jan,202204,30-49,all_types,248416,40422795,227367,13695573,614.5443431,"1,660.15",2.701431745,,,,1,,,,,,,,,
case,22-Jan,202204,50-64,all_types,159954,33608867,115813,6828636.05,475.9279746,"1,695.99",3.563543891,,,,1,,,,,,,,,
case,22-Jan,202204,65-79,all_types,89485,24854317.2,52632,2259987.7,360.0380541,"2,328.86",6.468378012,,,,1,,,,,,,,,
case,22-Jan,202204,80+,all_types,26793,7293123.45,17052,1094694.95,367.3734605,"1,557.69",4.240083704,,,,1,,,,,,,,,
case,22-Jan,202204,all_ages_adj,Janssen,52012,10850845,772430,58249568.7,479.3359411,"1,326.07",2.766472928,532.6091706,"1,513.08",2.840879967,0,,,,,,,,,
case,22-Jan,202204,all_ages_adj,Moderna,239894,49588984,772430,58249568.7,483.7647006,"1,326.07",2.741146476,510.7132915,"1,513.08",2.962677394,0,,,,,,,,,
case,22-Jan,202204,all_ages_adj,Pfizer,439175,80308988,772430,58249568.7,546.8565984,"1,326.07",2.424895134,573.5991052,"1,513.08",2.637867998,0,,,,,,,,,
case,22-Jan,202204,all_ages_adj,all_types,732096,140773800.7,772430,58249568.7,520.051314,"1,326.07",2.549882807,564.6677729,"1,513.08",2.679591073,0,,,,,,,,,
case,22-Feb,202205,11-May,all_types,16271,3863395,66221,14439756,421.1580747,458.6019321,1.088906896,,,,0,,,,,,,,,
case,22-Feb,202205, 12-17,all_types,29325,9376207,38196,6908056,312.7597332,552.9196637,1.767873562,,,,0,,,,,,,,,
case,22-Feb,202205,18-29,all_types,64091,21789641,81639,12669180,294.135181,644.3905604,2.1907973,,,,1,,,,,,,,,
case,22-Feb,202205,30-49,all_types,132685,40559715,120847,13542817,327.1349417,892.3328138,2.727720889,,,,1,,,,,,,,,
case,22-Feb,202205,50-64,all_types,87917,33680968,65246,6771990.7,261.028721,963.4685411,3.691044178,,,,1,,,,,,,,,
case,22-Feb,202205,65-79,all_types,54966,24879181.2,32779,2246017.7,220.9317082,"1,459.43",6.605785623,,,,1,,,,,,,,,
case,22-Feb,202205,80+,all_types,18033,7299844.45,11407,1090061.95,247.0326611,"1,046.45",4.236096886,,,,1,,,,,,,,,
case,22-Feb,202205,all_ages_adj,Janssen,28583,10881429,416335,57667879.35,262.6768966,721.953026,2.748445088,272.9495366,844.1748581,3.092787292,0,,,,,,,,,
case,22-Feb,202205,all_ages_adj,Moderna,133787,49710535,416335,57667879.35,269.1320864,721.953026,2.682523053,326.5392168,844.1748581,2.585217379,0,,,,,,,,,
case,22-Feb,202205,all_ages_adj,Pfizer,240213,80834205,416335,57667879.35,297.1675171,721.953026,2.429447986,310.6900652,844.1748581,2.717096401,0,,,,,,,,,
case,22-Feb,202205,all_ages_adj,all_types,403288,141448951.7,416335,57667879.35,285.1120459,721.953026,2.532173005,306.3591207,844.1748581,2.755507511,0,,,,,,,,,
case,22-Feb,202206,11-May,all_types,10113,4135772,34815,14287414,244.525085,243.6760074,0.996527646,,,,0,,,,,,,,,
case,22-Feb,202206, 12-17,all_types,16034,9461914,20098,6838687,169.4583147,293.8868236,1.734272078,,,,0,,,,,,,,,
case,22-Feb,202206,18-29,all_types,37638,21894616,46132,12552640,171.9052757,367.5083488,2.137853811,,,,1,,,,,,,,,
case,22-Feb,202206,30-49,all_types,76925,40694058,67193,13405321,189.0325118,501.2412608,2.651614032,,,,1,,,,,,,,,
case,22-Feb,202206,50-64,all_types,52079,33747583,37986,6725336.7,154.3191997,564.8193049,3.660071501,,,,1,,,,,,,,,
case,22-Feb,202206,65-79,all_types,35432,24901605.2,21525,2231991.7,142.288016,964.3853066,6.777698737,,,,1,,,,,,,,,
case,22-Feb,202206,80+,all_types,12385,7305542.45,7606,1085566.95,169.5288212,700.6477122,4.132912074,,,,1,,,,,,,,,
case,22-Feb,202206,all_ages_adj,Janssen,16826,10907035,235355,57126957.35,154.2674063,411.9858836,2.670595775,164.0737526,494.3643215,3.013061587,0,,,,,,,,,
case,22-Feb,202206,all_ages_adj,Moderna,80075,49822100,235355,57126957.35,160.7218483,411.9858836,2.563347098,164.2524655,494.3643215,3.009783263,0,,,,,,,,,
case,22-Feb,202206,all_ages_adj,Pfizer,143255,81391267,235355,57126957.35,176.0078265,411.9858836,2.340724795,183.0570269,494.3643215,2.700602812,0,,,,,,,,,
case,22-Feb,202206,all_ages_adj,all_types,240606,142141090.7,235355,57126957.35,169.2726564,411.9858836,2.433859622,179.4312563,494.3643215,2.755173941,0,,,,,,,,,
case,22-Feb,202207,11-May,all_types,5878,4386700,17245,14186896,133.9959423,121.5558358,0.907160573,,,,0,,,,,,,,,
case,22-Feb,202207, 12-17,all_types,8821,9541401,10361,6790055,92.44973563,152.5908111,1.650527285,,,,0,,,,,,,,,
case,22-Feb,202207,18-29,all_types,22743,22000222,27614,12459690,103.3762296,221.6267018,2.143884554,,,,1,,,,,,,,,
case,22-Feb,202207,30-49,all_types,43574,40825717,37781,13298962.85,106.7317446,284.0898228,2.66171816,,,,1,,,,,,,,,
case,22-Feb,202207,50-64,all_types,30054,33809284,21632,6692147.7,88.89274319,323.2445094,3.636343056,,,,1,,,,,,,,,
case,22-Feb,202207,65-79,all_types,21463,24921134.2,12832,2222545.7,86.12368854,577.3559572,6.703799697,,,,1,,,,,,,,,
case,22-Feb,202207,80+,all_types,7917,7310608.45,4728,1082236.95,108.2946796,436.8729048,4.034112352,,,,1,,,,,,,,,
case,22-Feb,202207,all_ages_adj,Janssen,9697,10928529,132193,56732534.2,88.73106344,233.0109202,2.626035474,74.78558506,284.3728078,3.802508299,0,,,,,,,,,
case,22-Feb,202207,all_ages_adj,Moderna,47422,49931550,132193,56732534.2,94.97401943,233.0109202,2.453417488,101.5902857,284.3728078,2.7992126,0,,,,,,,,,
case,22-Feb,202207,all_ages_adj,Pfizer,83048,81916231,132193,56732534.2,101.3816175,233.0109202,2.29835473,104.7383263,284.3728078,2.715078787,0,,,,,,,,,
case,22-Feb,202207,all_ages_adj,all_types,140450,142795066.7,132193,56732534.2,98.35773973,233.0109202,2.369014588,102.962661,284.3728078,2.761902276,0,,,,,,,,,
case,22-Feb,202208,11-May,all_types,3226,4607375,8781,14084235,70.01817738,62.34630422,0.890430265,,,,0,,,,,,,,,
case,22-Feb,202208, 12-17,all_types,4475,9614738,5395,6742870,46.54312993,80.01044066,1.719060166,,,,0,,,,,,,,,
case,22-Feb,202208,18-29,all_types,14285,22100039,16915,12377843,64.63789498,136.6554738,2.114169619,,,,1,,,,,,,,,
case,22-Feb,202208,30-49,all_types,26511,40947235,22564,13206114.85,64.74429836,170.8602436,2.639000621,,,,1,,,,,,,,,
case,22-Feb,202208,50-64,all_types,18437,33864764,12846,6662406.7,54.4430193,192.8132067,3.541559766,,,,1,,,,,,,,,
case,22-Feb,202208,65-79,all_types,13896,24939019.2,7925,2214333.7,55.7199138,357.8954699,6.423116001,,,,1,,,,,,,,,
case,22-Feb,202208,80+,all_types,5397,7315180.45,3144,1079573.95,73.77808431,291.2259971,3.947323921,,,,1,,,,,,,,,
case,22-Feb,202208,all_ages_adj,Janssen,5638,10947736,77570,56367377.2,51.49923235,137.6150601,2.67217692,41.96176891,171.1643736,4.079055245,0,,,,,,,,,
case,22-Feb,202208,all_ages_adj,Moderna,29401,50048542,77570,56367377.2,58.74496804,137.6150601,2.342584645,62.86954128,171.1643736,2.722532567,0,,,,,,,,,
case,22-Feb,202208,all_ages_adj,Pfizer,51024,82374978,77570,56367377.2,61.94113946,137.6150601,2.221706951,63.31957124,171.1643736,2.703182764,0,,,,,,,,,
case,22-Feb,202208,all_ages_adj,all_types,86227,143388350.7,77570,56367377.2,60.13528966,137.6150601,2.288424332,61.38802387,171.1643736,2.788237229,0,,,,,,,,,
case,22-Mar,202209,11-May,all_types,2765,4775894,6046,14003196,57.89491978,43.17585785,0.745762461,,,,0,,,,,,,,,
case,22-Mar,202209, 12-17,all_types,3534,9673178,3853,6704688,36.53401188,57.46725276,1.572979528,,,,0,,,,,,,,,
case,22-Mar,202209,18-29,all_types,10751,22186444,11361,12304669,48.45751757,92.33080549,1.905396936,,,,1,,,,,,,,,
case,22-Mar,202209,30-49,all_types,18814,41050152,14883,13126279.85,45.8317426,113.3832294,2.473901777,,,,1,,,,,,,,,
case,22-Mar,202209,50-64,all_types,13248,33909882,8898,6637546.7,39.06825745,134.055554,3.431316438,,,,1,,,,,,,,,
case,22-Mar,202209,65-79,all_types,9870,24954030.2,5593,2206827.7,39.55272924,253.4407195,6.407667039,,,,1,,,,,,,,,
case,22-Mar,202209,80+,all_types,3787,7319224.45,2112,1076970.95,51.74045455,196.1055681,3.790178688,,,,1,,,,,,,,,
case,22-Mar,202209,all_ages_adj,Janssen,4091,10967090,52746,56060178.2,37.30251142,94.08817755,2.522301421,29.87133591,117.1493944,3.921799639,0,,,,,,,,,
case,22-Mar,202209,all_ages_adj,Moderna,20954,50142961,52746,56060178.2,41.78851744,94.08817755,2.25153184,35.28896609,117.1493944,3.31971739,0,,,,,,,,,
case,22-Mar,202209,all_ages_adj,Pfizer,37659,82743153,52746,56060178.2,45.51313146,94.08817755,2.067275411,46.84198505,117.1493944,2.500948546,0,,,,,,,,,
case,22-Mar,202209,all_ages_adj,all_types,62769,143868804.7,52746,56060178.2,43.6293331,94.08817755,2.156534856,45.24870785,117.1493944,2.589010824,0,,,,,,,,,
case,22-Mar,202210,11-May,all_types,2146,4908151,4386,13942554,43.72318619,31.45765116,0.719472982,,,,0,,,,,,,,,
case,22-Mar,202210, 12-17,all_types,2556,9721874,2718,6675508,26.29122739,40.71600244,1.548653543,,,,0,,,,,,,,,
case,22-Mar,202210,18-29,all_types,8260,22258560,8166,12245015,37.10931884,66.68836257,1.797078595,,,,1,,,,,,,,,
case,22-Mar,202210,30-49,all_types,14217,41133990,10646,13069255.7,34.56265731,81.45834961,2.356831215,,,,1,,,,,,,,,
case,22-Mar,202210,50-64,all_types,9509,33946618,6192,6617913.7,28.01162696,93.56423007,3.340192635,,,,1,,,,,,,,,
case,22-Mar,202210,65-79,all_types,7206,24966315.2,3762,2201309.5,28.86288963,170.8982767,5.921038361,,,,1,,,,,,,,,
case,22-Mar,202210,80+,all_types,2661,7322537.45,1461,1075076.95,36.33986194,135.897249,3.739619299,,,,1,,,,,,,,,
case,22-Mar,202210,all_ages_adj,Janssen,2917,10982498,37331,53653523.85,26.5604419,69.577909,2.619606604,23.28413723,83.12221509,3.569907455,0,,,,,,,,,
case,22-Mar,202210,all_ages_adj,Moderna,15369,50215296,37331,55826632.85,30.6062121,66.86951746,2.184834805,45.82969587,82.48200437,1.799750202,0,,,,,,,,,
case,22-Mar,202210,all_ages_adj,Pfizer,28190,83045597,37331,55826632.85,33.94520723,66.86951746,1.96992515,35.06960387,82.48200437,2.351951413,0,,,,,,,,,
case,22-Mar,202210,all_ages_adj,all_types,46555,144258045.7,37331,55826632.85,32.27203016,66.86951746,2.072057975,33.68497843,82.48200437,2.448628683,0,,,,,,,,,
case,22-Mar,202211,11-May,all_types,2092,5012307,3858,13888869,41.73726789,27.77763978,0.665535652,,,,0,,,,,,,,,
case,22-Mar,202211, 12-17,all_types,2678,9761016,2655,6647179,27.43566858,39.94175574,1.455833147,,,,0,,,,,,,,,
case,22-Mar,202211,18-29,all_types,7700,22319336,6860,12189999,34.49923421,56.27564038,1.63121419,,,,1,,,,,,,,,
case,22-Mar,202211,30-49,all_types,14129,41205369,9228,13019276.05,34.2892209,70.87951715,2.067107834,,,,1,,,,,,,,,
case,22-Mar,202211,50-64,all_types,9494,33977033,5340,6599387.7,27.94240451,80.91659776,2.895835172,,,,1,,,,,,,,,
case,22-Mar,202211,65-79,all_types,6569,24976871.2,3323,2195360.75,26.30033181,151.3646447,5.755237077,,,,1,,,,,,,,,
case,22-Mar,202211,80+,all_types,2329,7325408.45,1230,1073013.95,31.79344901,114.630383,3.605471773,,,,1,,,,,,,,,
case,22-Mar,202211,all_ages_adj,Janssen,2786,10995947,32494,55613085.45,25.33660812,58.42869486,2.306097746,20.16129605,71.98671423,3.570540011,0,,,,,,,,,
case,22-Mar,202211,all_ages_adj,Moderna,14722,50276349,32494,55613085.45,29.2821581,58.42869486,1.995368465,32.55038574,71.98671423,2.211547194,0,,,,,,,,,
case,22-Mar,202211,all_ages_adj,Pfizer,27413,83291661,32494,55613085.45,32.91205827,58.42869486,1.775297503,34.01010996,71.98671423,2.116626918,0,,,,,,,,,
case,22-Mar,202211,all_ages_adj,all_types,44991,144577340.7,32494,55613085.45,31.11898434,58.42869486,1.877590034,32.60280951,71.98671423,2.207991131,0,,,,,,,,,
case,22-Mar,202212,11-May,all_types,2433,5092161,4522,13835218,47.77932198,32.68470363,0.684076338,,,,0,,,,,,,,,
case,22-Mar,202212, 12-17,all_types,2849,9791968,2820,6613745,29.09527482,42.63847487,1.465477647,,,,0,,,,,,,,,
case,22-Mar,202212,18-29,all_types,10258,22386677,8505,12122470,45.82189666,70.15896925,1.531123205,,,,1,,,,,,,,,
case,22-Mar,202212,30-49,all_types,16609,41263579,10301,12972730.05,40.25099229,79.40502855,1.972747106,,,,1,,,,,,,,,
case,22-Mar,202212,50-64,all_types,10916,34001356,5617,6581537.7,32.10460195,85.34479716,2.658335316,,,,1,,,,,,,,,
case,22-Mar,202212,65-79,all_types,7209,24985496.2,3132,2190252.75,28.85273897,142.9971952,4.956104698,,,,1,,,,,,,,,
case,22-Mar,202212,80+,all_types,2314,7327746.45,1057,1071088.95,31.57860354,98.68461438,3.125046814,,,,1,,,,,,,,,
case,22-Mar,202212,all_ages_adj,Janssen,3046,11007131,35954,55387042.45,27.67296946,64.91409978,2.345758372,22.26074356,77.27147246,3.471199074,0,,,,,,,,,
case,22-Mar,202212,all_ages_adj,Moderna,17009,50326164,35954,55387042.45,33.79752925,64.91409978,1.920675896,54.09966336,77.27147246,1.428317066,0,,,,,,,,,
case,22-Mar,202212,all_ages_adj,Pfizer,32441,83503260,35954,55387042.45,38.84998023,64.91409978,1.67089145,40.33464538,77.27147246,1.915759311,0,,,,,,,,,
case,22-Mar,202212,all_ages_adj,all_types,52588,144848983.7,35954,55387042.45,36.30539799,64.91409978,1.788001327,38.24630142,77.27147246,2.020364574,0,,,,,,,,,
case,22-Mar,202213,11-May,all_types,2441,5156296,3970,13785855,47.34018373,28.79763352,0.608312669,,,,0,,,,,,,,,
case,22-Mar,202213, 12-17,all_types,2955,9818470,2827,6596508,30.09633884,42.85600806,1.423960844,,,,0,,,,,,,,,
case,22-Mar,202213,18-29,all_types,11621,22431172,10418,12080376,51.80736878,86.23903759,1.664609487,,,,1,,,,,,,,,
case,22-Mar,202213,30-49,all_types,19476,41314086,12369,12934653.05,47.14130672,95.62684018,2.028514838,,,,1,,,,,,,,,
case,22-Mar,202213,50-64,all_types,13066,34022934,6336,6562667.7,38.40350747,96.54610426,2.513991836,,,,1,,,,,,,,,
case,22-Mar,202213,65-79,all_types,8289,24993243.2,3370,2178281.75,33.16496356,154.7090958,4.664835393,,,,1,,,,,,,,,
case,22-Mar,202213,80+,all_types,2598,7330158.45,1191,1067132.95,35.44261721,111.6074618,3.1489622,,,,1,,,,,,,,,
case,22-Mar,202213,all_ages_adj,Janssen,3497,11016978,40481,53061559.45,31.74191689,76.29063378,2.403466497,25.46021559,88.98074015,3.494893428,0,,,,,,,,,
case,22-Mar,202213,all_ages_adj,Moderna,19643,50370927,40481,55205474.45,38.99670141,73.32787265,1.880360902,34.81588144,88.39620568,2.538962163,0,,,,,,,,,
case,22-Mar,202213,all_ages_adj,Pfizer,37220,83667928,40481,55205474.45,44.48538513,73.32787265,1.648358724,45.92098707,88.39620568,1.924963101,0,,,,,,,,,
case,22-Mar,202213,all_ages_adj,all_types,60446,145066359.7,40481,55205474.45,41.66782716,73.32787265,1.75981993,43.16765907,88.39620568,2.047741471,0,,,,,,,,,
case,22-Apr,202214,11-May,all_types,3209,5212799,4973,13762163,61.56001795,36.13530809,0.586993138,,,,0,,,,,,,,,
case,22-Apr,202214, 12-17,all_types,3842,9840596,3609,6580326,39.04235069,54.84530706,1.40476447,,,,0,,,,,,,,,
case,22-Apr,202214,18-29,all_types,15140,22447442,13131,12061460,67.44643777,108.8674174,1.614131465,,,,1,,,,,,,,,
case,22-Apr,202214,30-49,all_types,25601,41372779,15233,12897920.05,61.87885034,118.104314,1.90863782,,,,1,,,,,,,,,
case,22-Apr,202214,50-64,all_types,17856,34055795,7993,6539743.7,52.43160525,122.2219152,2.331073302,,,,1,,,,,,,,,
case,22-Apr,202214,65-79,all_types,11209,25000740.2,4132,2160216.75,44.83467254,191.2771022,4.266276329,,,,1,,,,,,,,,
case,22-Apr,202214,80+,all_types,3588,7333341,1399,1059883.95,48.92722158,131.9955831,2.697794374,,,,1,,,,,,,,,
case,22-Apr,202214,all_ages_adj,Janssen,4329,11027994,50470,55061713.45,39.25464595,91.66078721,2.335030287,32.60117955,110.1106423,3.377504859,0,,,,,,,,,
case,22-Apr,202214,all_ages_adj,Moderna,26281,50414961,50470,55061713.45,52.12936692,91.66078721,1.758333021,51.62318722,110.1106423,2.132968696,0,,,,,,,,,
case,22-Apr,202214,all_ages_adj,Pfizer,49763,83823047,50470,55061713.45,59.36672763,91.66078721,1.54397574,60.98623105,110.1106423,1.805500036,0,,,,,,,,,
case,22-Apr,202214,all_ages_adj,all_types,80445,145263492.2,50470,55061713.45,55.3786769,91.66078721,1.655163907,57.00241612,110.1106423,1.931683775,0,,,,,,,,,
case,22-Apr,202215,11-May,all_types,4061,5258469,5683,13736959,77.22780148,41.37014604,0.535689807,,,,0,,,,,,,,,
case,22-Apr,202215, 12-17,all_types,4754,9858820,3919,6567890,48.22078099,59.66908703,1.237414364,,,,0,,,,,,,,,
case,22-Apr,202215,18-29,all_types,19496,22480151,16170,12017987,86.72539611,134.5483233,1.551429331,,,,1,,,,,,,,,
case,22-Apr,202215,30-49,all_types,33628,41409785,19308,12858941.05,81.20785945,150.1523331,1.848987698,,,,1,,,,,,,,,
case,22-Apr,202215,50-64,all_types,24300,34080005,10232,6514942.7,71.30280644,157.054336,2.202638912,,,,1,,,,,,,,,
case,22-Apr,202215,65-79,all_types,15405,25017957.2,5472,2142062.2,61.57577086,255.4547669,4.148624748,,,,1,,,,,,,,,
case,22-Apr,202215,80+,all_types,4901,7338626,1899,1052412.95,66.78361862,180.4424775,2.701897279,,,,1,,,,,,,,,
case,22-Apr,202215,all_ages_adj,Janssen,5743,11037273,62683,54891194.9,52.0327802,114.195,2.194674195,41.50493975,139.8401262,3.369240554,0,,,,,,,,,
case,22-Apr,202215,all_ages_adj,Moderna,35009,50460532,62683,54891194.9,69.37897524,114.195,1.645959739,59.86004324,139.8401262,2.336118029,0,,,,,,,,,
case,22-Apr,202215,all_ages_adj,Pfizer,65647,83956957,62683,54891194.9,78.19125698,114.195,1.460457401,79.96774365,139.8401262,1.748706664,0,,,,,,,,,
